Name,Contact,Address,Locality,City,Rating
Om Stationery & Printers,+(91)-8108333055 ; ,Station Road; Kalyan City; Mumbai - 421301; Near Maxi ground,Ambarnath,Mumbai,0.0
Swagat Xerox Centre,+(91)-8898160113 ; ,Shop No 65; Janta Market; N G Acharya Marg; Chembur East; Mumbai - 400071; Near Chembur Station,Ambarnath,Mumbai,4.3
Sai Stationery & General Store,+(91)-9167056572 ; ,Shop No 3; Dharam Apartment; Adarwadi Highway; Khadakpada-Kalyan City; Mumbai - 421301; Near Khadakpada Circle,Ambarnath,Mumbai,0.0
Seema Enterprises,+(91)-8652545764 ; ,Shop No. 12; Lilly Building; Flower Valley Complex; Manjarli; Badlapur; Mumbai - 421503; Deepali Park,Ambarnath,Mumbai,4.5
Shree sundha stationery and mobile shop,+(91)-9004881004 ; ,Shop no 6 mahaganga CHS; Tilak cross road; Dombivli East; Mumbai - 421201; Near sarvesh hall,Ambarnath,Mumbai,0.0
Chandan Stationery Point,+(91)-251-2695308 ; 9860202962 ; +(91)-7387363047 ; ,Shop n 06; Mahalaxmi Apartment Gandhi Chauk; Station Road; Badlapur; Mumbai - 421503; Opposite Bata Showroom,Ambarnath,Mumbai,5.0
Mahakali Stationers & Xerox,+(91)-22-38523940 ; +(91)-9769565888 ; +(91)-9892217005 ; 28393035 ; ,Office No 6; Cvn House; Chakal; Parsiwadaa; Sahar Road; Andheri East; Mumbai - 400099; Near Jama Masjid,Ambarnath,Mumbai,4.1
Ronak Stationery,25136238 ; +(91)-22-38517365 ; +(91)-9819178181 ; +(91)-8108806086 ; ,Shop No 1; Mahadev Singh Chawl; Lbs Marg; Ghatkopar West; Mumbai - 400086; Opposite Reliance energy office,Ambarnath,Mumbai,3.9
Kalyan Copy Center,+(91)-8097900023 ; ,Chandrama apartment ; shop no 10; Station road; Kalyan City; Mumbai - 421301; Near Vodafone store,Ambarnath,Mumbai,4.0
Just Enterprises,9920179743 ; +(91)-9920179783 ; ,Shop No 7; Aurus Chambers; S.S.Amrutwar Marg; Worli; Mumbai - 400018; Near Mahindra Tower,Ambarnath,Mumbai,4.3
Mahesh Enterprises,+(91)-7208830113 ; ,Shop No-3; Bhoir Chawl; Birla College Road; Kalyan City; Mumbai - 421301; Beside Birla College,Ambarnath,Mumbai,0.0
Sainath Fancy Store,+(91)-9321432526 ; ,Ulhasnagar No 3; Thane; Station Road; Ulhasnagar No 3; Mumbai - 421002,Ambarnath,Mumbai,0.0
Swastik Stationery & Xerox,+(91)-9820554988 ; +(91)-22-38554215 ; +(91)-9820558688 ; 65654757 ; ,Shop No 1; CST Road; Kalina; Mumbai - 400098; Near Dani Wooltex And Kotak Mahindra Bank,Ambarnath,Mumbai,3.9
Sagar Note Book,+(91)-9975232399 ; ,Shop No-1; Near India Gandhi Veg. Market; Days Sera Meidan Road; Ulhasnagar No 3; Mumbai - 421002; Main Gate,Ambarnath,Mumbai,0.0
Meet Stationery,+(91)-9920907358 ; ,Bhoir Chawl Shop No. 04; Birla Collage Road; Khadakpada-Kalyan City; Mumbai - 421301; Near Birla Collage,Ambarnath,Mumbai,0.0
Shree Ganesh Krupa Udyog,+(91)-9769190680 ; ,Guru sai prerna; Reti bandar road; Dombivli West; Mumbai - 421202; Near tonvalkar school,Ambarnath,Mumbai,0.0
J K Enterprises Stationers & General Stores,,9/A Girijashankar Market; Goushala Road; Kalyan City; Mumbai - 421301; Near Bank Of Maharashtra,Ambarnath,Mumbai,4.0
Shirvi stationery,+(91)-9833084769 ; ,Shop no.4 Nebula Darshan; wayle Road; Kalyan City; Mumbai - 421301; Near Poddar school,Ambarnath,Mumbai,0.0
Kiran Book Seller,+(91)-9323474009 ; ,Shop No. 576; Main Road; Ulhasnagar No 1; Mumbai - 421001; Near Siru Chowk,Ambarnath,Mumbai,5.0
Darshani Collection,,Station Road; Dombivli East; Mumbai - 421201; Opposite Police Ground Ramnagar,Ambarnath,Mumbai,5.0
Stationer.In,+(91)-7875467585 ; 9420880140 ; 8087359599 ; ,Shop no.5 kanishka Sankul; Station Road; Badlapur; Mumbai - 421503; Near Navrtna hotel,Ambarnath,Mumbai,0.0
Om Sai Stationery & Gift,+(91)-9819241164 ; ,Shop No.7; Angel CHS; Godrej Hill Road; Khadakpada-Kalyan City; Mumbai - 421301; Near Shani Mandir,Ambarnath,Mumbai,0.0
Vaibhav Communication,+(91)-9004682143 ; ,Sai pushpa Apt.; Gala no. 2; Dalvi wada; Manda; Titwala; Mumbai - 421605; Near SBI,Ambarnath,Mumbai,0.0
Om Stationery & Xerox,64177462 ; +(91)-22-39275692 ; +(91)-9819165047 ; +(91)-9821076751 ; 29205288 ; ,Shop No 2; Mira Akbar Chawl; Marol Maroshi Road; Andheri East; Mumbai - 400059; Near Sbi Bank Marol Branch,Ambarnath,Mumbai,3.7
Krishna Xerox And Stationer,9527517493 ; +(91)-7666042223 ; ,Singh Pride Himalay Buiding Ground Floor Shop No 2; Ambernath; Mumbai - 421501; Opposite Laxmi Chayya Super Market,Ambarnath,Mumbai,0.0
Leelavati stationary,+(91)-8425074135 ; ,Shop no 1/A; Radhakrishna Nagari; Mumbai - 421301; Mharal villege,Ambarnath,Mumbai,0.0
Vaisahli Stationery,+(91)-9821144545 ; ,Station Road; Kalyan City; Mumbai - 421301; Near Maxi Ground,Ambarnath,Mumbai,0.0
Suyog General Stores,+(91)-9702227568 ; ,Shop No.7;Borgankar Tower; Lalchowki Road; Kalyan City; Mumbai - 421301; Near Lal Chowki,Ambarnath,Mumbai,0.0
Sai Xerox And Stationery Center,+(91)-8097541558 ; ,Suryalok Apartment; Pune Link Road; Kolsewadi-Kalyan East; Mumbai - 421306; Katemanivali Naka,Ambarnath,Mumbai,0.0
Shreya Enterprises,+(91)-9167299581 ; +(91)-9987662681 ; +(91)-22-38540635 ; 60222681 ; ,Shop No 8; Fortune Classic Co Operative Housing Society; Plot No 27; Sector No 35/ E; Kharghar; Mumbai - 410210; Near IDBI Bank,Ambarnath,Mumbai,3.5
Ditto Copies Centre,+(91)-7303035724 ; +(91)-22-38561981 ; 23465146 ; +(91)-9773268153 ; ,13/15; Dariyasthan Street; Dariyasthan Street; Mandvi-Masjid Bunder; Mumbai - 400003; Near Railway Station,Ambarnath,Mumbai,3.8
Amogh General Stores,+(91)-9892465514 ; ,Jai-Hind Society; Shop No-9; Vallipeer Road; Kalyan City; Mumbai - 421301; Opposite Krishna complex,Ambarnath,Mumbai,0.0
Knowledge Stationery & Xerox,67080468 ; 65001766 ; +(91)-22-38528670 ; +(91)-9930374937 ; +(91)-9930374737 ; ,Shop No 1; Pali Darshan Building; 16th Road; Bandra West; Mumbai - 400050; Opposite Mini Punjab Hotel,Ambarnath,Mumbai,4.0
Om Collection,+(91)-7738552194 ; ,Shop No-4 Anand Vihar; Anand Vihar Road; Ambernath; Mumbai - 421501; Near South Indian School,Ambarnath,Mumbai,0.0
professional,+(91)-8898500888 ; ,station road; Kalyan City; Mumbai - 421301; near feddex,Ambarnath,Mumbai,0.0
Dhandeep Stationery,+(91)-8097255506 ; ,Shop no 1; Baji Prabhu Chock; Dombivli East; Mumbai - 421201; Opp MSCB Office,Ambarnath,Mumbai,0.0
Ritesh Enterprises,+(91)-9167548999 ; ,Shop no 3; kaka ka dhabha ; near relax garden; Kalyan East; Mumbai - 421306; Near Relax Garden,Ambarnath,Mumbai,0.0
Ambika Fancy & General Stores,+(91)-9769232637 ; ,Shop No 7; Takshina Appartment; Kalyan Ambernath Road valdhoni; Kalyan City; Mumbai - 421301; Opp. Railway Colny,Ambarnath,Mumbai,3.5
Shamumal General Store,+(91)-7506859914 ; ,Shop No 332; Main Bazar; Ulhasnagar No 5; Mumbai - 421005; Near Dudh Naka,Ambarnath,Mumbai,0.0
Sanjay Book Seller & Stationery,+(91)-9320927242 ; +(91)-251-3224800 ; ,Shop No 152; Main Bazar; Ulhasnagar No 4; Mumbai - 421004; Near Government Hospital,Ambarnath,Mumbai,2.5
Mayur Xerox & Stationers,+(91)-9820560665 ; +(91)-9892579667 ; 26288161 ; 26282577 ; +(91)-22-39864221 ; ,Shop No 1; Shree Apartment; Juhu Church Road; Juhu; Mumbai - 400049; Near Hare Krishna Temple,Ambarnath,Mumbai,4.3
Chandan Stationer Point,+(91)-251-2695514 ; ,Shop No-1; Station Road; Badlapur; Mumbai - 421503; Near Bata,Ambarnath,Mumbai,0.0
Shree Ganesh Stationary,+(91)-9870671103 ; ,Nilkanth dhara shop no. 10; Wade Ghar Road; Kalyan City; Mumbai - 421301; Near Sonawane College,Ambarnath,Mumbai,0.0
Chetan book depo,+(91)-9224792281 ; ,Shop no 3; Katemanivali Shanker pawshe road; Kalyan East; Mumbai - 421306; Near new parwati apt,Ambarnath,Mumbai,0.0
Milan,+(91)-9920492383 ; ,Daya sagar building; sant namdev road; Dombivli East; Mumbai - 421201; near Santoshi mata temple,Ambarnath,Mumbai,0.0
Ganesh General Stores,+(91)-9869662655 ; +(91)-251-2430994 ; ,Veena Apartment Shop No. 02; Rajaji Path; Dombivli East; Mumbai - 421201; Near Adarsh Vidyalaya,Ambarnath,Mumbai,0.0
New Gautam Stationery & Xerox,+(91)-9920743491 ; 9870654923 ; ,Shop No E 403; Kasturi Plaza; Manpada Road; Dombivli East; Mumbai - 421201,Ambarnath,Mumbai,0.0
Darshana Enterprises,+(91)-8452835996 ; ,Shop no 7 Pragati Bhavan; Nandivali Road; Dombivli East; Mumbai - 421201; Next to Pragati College,Ambarnath,Mumbai,4.0
Anand General Store,+(91)-9890733356 ; +(91)-251-2604745 ; ,Shiv Sadan ambernath east; Station Road; Ambernath; Mumbai - 421501; Behind Shivaji Status,Ambarnath,Mumbai,5.0
Sirwi General stores,9965435632 ; +(91)-8097632612 ; ,Neelkanth Park shop no.3; wayle nagar; Khadakpada-Kalyan City; Mumbai - 421301; Aayush Hospital,Ambarnath,Mumbai,0.0
Ashapura Stationers& Printers,+(91)-22-38518372 ; 27577555 ; +(91)-9820460540 ; ,Shop no.19; Punit Tower 1; Sector.11; Cbd Belapur; Mumbai - 400614; Near sarovar vihar; besides bank of india,Ambarnath,Mumbai,3.0
Prabhat Book Shop,+(91)-7506989777 ; ,Shop No.18 Evrest Tower; Karnik Road; Kalyan City; Mumbai - 421301; Opp. Maxi Ground,Ambarnath,Mumbai,4.0
Baba Stores,+(91)-9822825259 ; ,O.t.chowk; Main Bazar; Ulhasnagar No 3; Mumbai - 421002,Ambarnath,Mumbai,0.0
A1 ARTS,+(91)-9773779422 ; ,MATA PARVATI APARTMENT; POONA LINK ROAD; Kalyan East; Mumbai - 421306; KATEMANIVALI CIRCLE,Ambarnath,Mumbai,4.5
Chamunda Novelty & Stationery,+(91)-9172511112 ; ,Shop no 12 chandresh Rivera; Kalyan shill road; Dombivli East; Mumbai - 421201; Nilje,Ambarnath,Mumbai,0.0
Rajashree stationery and general store,+(91)-9819653593 ; ,Prabhat Darshan shop no.4; Nerulkar road; Mumbai - 421201; Near Matoshree hospital,Ambarnath,Mumbai,0.0
Rajveer Graphics & Stationers,9970751234 ; +(91)-9561357920 ; ,Shop No-06;Sun Shine Apartment; Kbmc Road; Badlapur; Mumbai - 421503; Opp Adarsh School,Ambarnath,Mumbai,0.0
Friends Stores,+(91)-251-2436006 ; +(91)-9819472526 ; ,SHOP NO.8;SHIVPRASAD BUILDING; DR.R.P.ROAD; Dombivli East; Mumbai - 421201; NEAR AMRUTA HOSPITAL,Ambarnath,Mumbai,5.0
Jagruti Stationery & Xerox,+(91)-9819953701 ; +(91)-9833504436 ; 25779252 ; 25779251 ; +(91)-22-38519368 ; ,Shop No 2; Om Niwas Chaitanya Nagar; Adi Shankaracharya Road; Powai; Mumbai - 400076; Opposite IIT Market; Near Powai English School,Ambarnath,Mumbai,5.0
Rajpal Book Bhandar,+(91)-251-2587581 ; +(91)-9890142443 ; ,Shop No 5; Shahid Hemu Kalani Road; Ulhasnagar No 4; Mumbai - 421004; Section 25; Near Venus Cinema,Ambarnath,Mumbai,3.3
Prince Stationary & Genaral Store,+(91)-9819574813 ; ,Mohammad Ali Chawk; Station Road; Kalyan City; Mumbai - 421301; Opp.Pushparaj Hotel,Ambarnath,Mumbai,0.0
Ashirwad Book Seller,8600066662 ; +(91)-9096982140 ; ,Shop No 2; Yash Apartment; Madhuban Chowk; Ulhasnagar No 1; Mumbai - 421001; Near New Telephone Exchange,Ambarnath,Mumbai,2.8
Ashirwad Stationery & Xerox,+(91)-9594161304 ; 9969197108 ; ,Shop No 4; Kulaswamini Society; Fule road; Dombivli West; Mumbai - 421202; Near Don Taki Chauk,Ambarnath,Mumbai,0.0
Kalyan Copy Centre & Stationary,+(91)-8097900023 ; ,Shop no. 10; Chandrama Apartment; Station Road; Kalyan City; Mumbai - 421301; Opp. Vodafone gallery,Ambarnath,Mumbai,0.0
Yash Gift,+(91)-9920800928 ; ,shop no. 11 Om Datt CHS; Chikanghar Road; Kalyan City; Mumbai - 421301; Ram baug Lane 4,Ambarnath,Mumbai,0.0
Trimurti Xerox centre,+(91)-9892191704 ; ,Shree complex; Umbrade Road; Kalyan City; Mumbai - 421301; Shree complex phase2,Ambarnath,Mumbai,0.0
Marvel Shoppe,+(91)-9850178168 ; +(91)-251-2705793 ; ,Shop No.3;Sneha Apartment; New Link Road; Ulhasnagar No 2; Mumbai - 421002; Near Hira Marriage Hall,Ambarnath,Mumbai,3.0
Dhandeep Book Corner,+(91)-9594071163 ; ,Shop no 1 Shubhnkaroti building; Baji prabhu chowk; Dombivli East; Mumbai - 421201; Opposite KDMC Bus Stop,Ambarnath,Mumbai,0.0
Hinglaj Novelty,+(91)-7387191914 ; ,Shop No.1 Sitaram Palace; Dattawadi Road; Badlapur; Mumbai - 421503; Near Canara Bank Atm,Ambarnath,Mumbai,0.0
Right Stationery & Xerox,25012324 ; 25012631 ; +(91)-9819215515 ; +(91)-22-38586286 ; 69503020 ; ,Near Building No.5; Pant Nagar 90 Feet Road; Ghatkopar East; Mumbai - 400075; Opp. Ganesh Mandir,Ambarnath,Mumbai,4.6
Sidami Samarth Stationery Mart,+(91)-9890420740 ; ,Renuka Niwas; Shivsena Sakha; Santoshi Mata Road; Kalyan City; Mumbai - 421301,Ambarnath,Mumbai,0.0
Bhawani Stationery & Xerox,+(91)-9967687251 ; ,Shop No. 10; Saket Paradise; Adharwadi Jail Road; Kalyan City; Mumbai - 421301; Near Adharwadi Auto Stand,Ambarnath,Mumbai,0.0
Shree Ganesh Novelty,+(91)-9763888602 ; ,Shahad Fatak; Ulhasnagar; Thane; Shivaji Road; Ulhasnagar No 1; Mumbai - 421001; New prince,Ambarnath,Mumbai,0.0
Okassionz,,Jaiwanti Niwas; Block A64; Room 383; Ulhasnagar No 2; Mumbai - 421002; Near Vegetable Market; Golmaidan,Ambarnath,Mumbai,0.0
Monginis The Cake Shop,+(91)-9833526271 ; ,The Tasty Treat Nilje; Ratnajyot Building; Shop no 3; Dombivli East; Mumbai - 421201; Lodha Heaven; Nilje,Ambarnath,Mumbai,4.0
Diya Stationery & Zerox,+(91)-8080087041 ; ,Shop No.14 city Mall; Dombivli East; Mumbai - 421201; Opp.Pandharkar College,Ambarnath,Mumbai,0.0
Adorn Ventures,+(91)-9503658413 ; ,Shop No. 1; Bk. No 528; Near Siru Chowk; Ulhasnagar No 2; Mumbai - 421002; Next to Baba Befikri Darbar,Ambarnath,Mumbai,0.0
K.K. Trading,+(91)-7758823802 ; ,Shop No 1; Bhaji Market Lane; Ulhasnagar No 4; Mumbai - 421004; Near R.G.S School,Ambarnath,Mumbai,0.0
Hari Om Stationery & Xerox,27788644 ; +(91)-22-38579961 ; +(91)-9820008576 ; ,Shop No. 02; House No. 560; Thane Belapur Road; Mahape Village; Ghansoli; Mumbai - 400701; Nr. Millenium Business Park,Ambarnath,Mumbai,4.0
Laxmi Stationers & Book Selller,9769215044 ; +(91)-9920812444 ; ,Pawan Dham Kesri Apartment Shop No17; Ghandhari Road; Kalyan City; Mumbai - 421301; Opp Golden Woke,Ambarnath,Mumbai,0.0
Ekal Plastic,+(91)-251-2611915 ; 3261767 ; ,Shivaji Chowk; Ambernath ( East ); Thane; Shivmandir Road; Ambernath; Mumbai - 421501,Ambarnath,Mumbai,0.0
Khetla ji franchi store,+(91)-9594951622 ; ,Shop no 2; Hanuman nagar road; Kalyan East; Mumbai - 421306; Near hanuman mandir,Ambarnath,Mumbai,0.0
Angel Enterprises,+(91)-9820263252 ; ,Room No 14; 1st Floor; Bombori Chawl; Kajuwadi Road; Andheri East; Mumbai - 400099; Near Kajuwadi Police Station,Ambarnath,Mumbai,3.4
Chandra Stationers,+(91)-7208355596 ; ,Kalyan East; Thane; Station Road; Kalyan East; Mumbai - 421306,Ambarnath,Mumbai,0.0
Sagar Stationery And Housekeeping,+(91)-9833230361 ; +(91)-9699116252 ; ,4 ; Trimurti Sadan Building; Savarkar Nagar; Mahatma Phule Road; Thane West; Mumbai - 400601; Opposite Sachin Tendulkar Stadium ; Near RJ Thakur College,Ambarnath,Mumbai,4.0
Satyam Stationery & Printer,65809555 ; +(91)-22-39864259 ; +(91)-8452070530 ; +(91)-9892990624 ; ,Manthan Plaza; Nehru Road; Santacruz East; Mumbai - 400055; Near Fish Market,Ambarnath,Mumbai,3.5
Harsh stationery genral stores,+(91)-9167634101 ; ,Shop no.2 Bali Vishnu prasad bldg; Subhash Road; Dombivli West; Mumbai - 421202; Near Arnold Classic Gym,Ambarnath,Mumbai,0.0
Khemani Book Depot & Thermacool & Cracker's,+(91)-8605700545 ; ,Shop No 12; Main Market Section 25; Ulhasnagar No 4; Mumbai - 421004; Opp Canara Bank,Ambarnath,Mumbai,0.0
Vinod Stationery,+(91)-9869949656 ; +(91)-251-2446999 ; ,Shop No 3; Mukherji Road; Dombivli East; Mumbai - 421201; Near Braman Shabha,Ambarnath,Mumbai,0.0
Neha Stationery & Xerox,+(91)-22-38587971 ; +(91)-9821767537 ; 26863849 ; ,Shop No 10; Suraj Height Tower; Walbhat Road; Goregaon East; Mumbai - 400063; Near Nirlon Complex Gate,Ambarnath,Mumbai,3.5
Harish Plus,26356400 ; +(91)-8879355485 ; +(91)-22-38510126 ; 26356800 ; +(91)-9892221650 ; ,Shop No 62;RNA Arcade Building; Lokhandwala complex; Andheri West; Mumbai - 400053; Opposite VIP Centre,Ambarnath,Mumbai,3.9
Shah Mepshi Narshi,+(91)-9821807510 ; +(91)-9819388884 ; +(91)-22-38547534 ; 24920491 ; 24928472 ; ,Shop No 2; Pardiwala Chawl; Sun Mill Road; Lower Parel; Mumbai - 400013; Opposite Niwara Building,Ambarnath,Mumbai,3.9
Jai Maa Novelty And Stationery,+(91)-9029517772 ; 9029752591 ; ,Gala No 1; Nana Kaka Building; Gymkhana Road; Sagarli; Dombivli East; Mumbai - 421203; Opposite Suresh Complex,Ambarnath,Mumbai,0.0
Ashapura Book Depo,+(91)-9619372320 ; ,Shop No.3;Radhe Krishna Park; Shri Haji Malang Road; Kalyan East; Mumbai - 421306; Near Radhe Krishna Gym,Ambarnath,Mumbai,0.0
Satnam Communication,,Shop No.7; Dhiraj Tower; Ulhasnagar No 2; Mumbai - 421002; Near Telephone Exchange; Gol Maidan,Ambarnath,Mumbai,0.0
Vidhi Jumbo Xerox,+(91)-9867443966 ; 27890148 ; +(91)-9821442103 ; +(91)-22-27890147 ; ,Shop No 12; A wing; Vashi Plaza Complex; Sector 17; Vashi; Mumbai - 400703; Near Vashi Police Station,Ambarnath,Mumbai,4.1
V. R. Communication,8419982939 ; +(91)-8689865251 ; ,Shop No-4; Sadashiv Patil Chawl; Haji Malang Road; Kalyan East; Mumbai - 421306; Opp. Samyak Sakalp College,Ambarnath,Mumbai,3.5
Prisha Enterprises,+(91)-9702783499 ; +(91)-9892257509 ; ,Shop No 5; Near BDD 102; SS Amrutwar Marg; Lower Parel; Mumbai - 400013; Opposite Shree Ram Mill Gate 6,Ambarnath,Mumbai,4.5
Purva Novelty & Stationary,+(91)-7208630039 ; ,Shop no. 8; om Panchavati; Vasundari Road; Titwala; Mumbai - 421605; Opp. Sant Gyaneshwar Mandir; titwala West,Ambarnath,Mumbai,0.0
Zalani Stationery Mart,38519437 ; +(91)-22-38519437 ; ,153; Bhabha Building; S G Marg; Princess Street; Mumbai - 400002; Near Bank Of India,Ambarnath,Mumbai,4.1
Arvind Stationery & Xerox,+(91)-9833439199 ; 27822706 ; +(91)-22-38528410 ; ,S S 4; Shop No 273; Sector 2; Vashi; Mumbai - 400703; Near Xerox Lane,Ambarnath,Mumbai,3.0
Shree Gurunanik Book Binding Store,+(91)-7506251313 ; +(91)-251-2701043 ; ,Shop no.28;Japani bajar; Nehru Chowk Ulhasnagar; Ulhasnagar No 2; Mumbai - 421002; Near;Gajanan market,Ambarnath,Mumbai,0.0
Set Square Stationery,+(91)-8080441313 ; +(91)-9833081346 ; 9833081346 ; ,Shop No 15; Building B; Madhav Shrishti Complex; Godrej Hill Road; Kalyan City; Mumbai - 421301; Opposite Patel R Mart,Ambarnath,Mumbai,3.5
Mahavir Enterprises,+(91)-9892526385 ; ,Shop No. 15; Kailash Park; Khadakpada; Khadakpada-Kalyan City; Mumbai - 421301; Radha Nagar,Ambarnath,Mumbai,0.0
Prakash General Store & Stationers,+(91)-9890306328 ; 2732821 ; +(91)-251-2563422 ; ,Shop No 93; Ulhasnagar No 3; Mumbai - 421002; Near New Era School; Furniture Bazaar,Ambarnath,Mumbai,3.0
Jai Maa Harsiddhi Stationery & Toys,+(91)-7498983328 ; ,Shop No. 204; Station Road; Ulhasnagar No 3; Mumbai - 421002; Near Kumar Agarbatti,Ambarnath,Mumbai,0.0
Mathoshree Novelty,+(91)-9175713026 ; ,Station Road; Ulhasnagar No 4; Mumbai - 421004; Lal chakki Chowk,Ambarnath,Mumbai,0.0
Sonal Stationery,+(91)-9769000120 ; 25929303 ; +(91)-22-25652210 ; ,Shop No 8; Shri Niwas Building; J N Road; Mulund West; Mumbai - 400080; Opposite Sainath Plaza,Ambarnath,Mumbai,4.1
Vijay collection,+(91)-9619730723 ; ,Kadam building; Dindayal road; Dombivli West; Mumbai - 421202; Opposite Abhyudaya bank,Ambarnath,Mumbai,0.0
Mukesh Stationery Store,7498528138 ; +(91)-9323805704 ; ,Block No 2101/19; Ulhasnagar No 5; Mumbai - 421005; Section 35,Ambarnath,Mumbai,0.0
Bhawani Stores,+(91)-9960744298 ; ,Shop No 03; Bazar Peth; Badlapur; Mumbai - 421503; Opp Maha Laxmi Hall,Ambarnath,Mumbai,4.5
Kumar Stationery & Xerox,+(91)-8108869661 ; ,Shop No 7 Shruti Complex; Gauripada Road; Kalyan City; Mumbai - 421301; Milind Nagar,Ambarnath,Mumbai,0.0
Sai Ashirwad stationary,+(91)-9860160931 ; ,Shop no-12; B cabin Road; Ambernath; Mumbai - 421501; Datt kutir,Ambarnath,Mumbai,0.0
New Roman Xerox,65352900 ; +(91)-22-38533365 ; +(91)-8976746455 ; +(91)-9821352293 ; ,shop no.580; indra nagar; sahar airport services; Andheri East; Mumbai - 400099; near international airport,Ambarnath,Mumbai,3.5
Nikita Xerox & Stationery,+(91)-8080644776 ; ,Shop No.3;Pawan Arcade; Station Road; Ulhasnagar No 3; Mumbai - 421002; Opposite PMC Bank,Ambarnath,Mumbai,0.0
Right Choice Novelty & Gift,+(91)-9930650760 ; 7738487565 ; ,Shop no.6; Shiv Mandir Road; Dombivli East; Mumbai - 421201; Next To Shiv Sagar Hotel,Ambarnath,Mumbai,0.0
Maru book center,+(91)-8097152617 ; ,Mai mauli chs; Manpada road; Dombivli East; Mumbai - 421201; Near gaondevi temple,Ambarnath,Mumbai,0.0
Siddhivinayak Laundry & Stationery,+(91)-9322491449 ; ,Shop no. 1;Mahaveer Complex; Ram buagh; Kalyan City; Mumbai - 421301; Near Kadam Chowk,Ambarnath,Mumbai,0.0
Rup shree novelty,+(91)-8286778866 ; ,trutiy apartment; station road; Kalyan City; Mumbai - 421301; near chinese station,Ambarnath,Mumbai,0.0
Shrilamiplast,+(91)-9323508689 ; +(91)-251-2706484 ; ,Room No 67; A; Subhash Nagar Colony; Ambernath Road; Ulhasnagar No 3; Mumbai - 421002,Ambarnath,Mumbai,5.0
Shivam Stationary Stores,+(91)-9820413765 ; 9773808661 ; +(91)-9773808661 ; ,Shop No -5; Nimbus Center; Sab TV Lane; Andheri West; Mumbai - 400053; Near Laxmi Industries,Ambarnath,Mumbai,4.2
Tashkand Stationary,9892915875 ; +(91)-9221780675 ; ,Shop no.9 Jay Herb C.H.S; new dp road; Badlapur; Mumbai - 421503; near Swamin samarth Mandir,Ambarnath,Mumbai,3.0
Time Collection Statinary,9322191599 ; +(91)-9594573773 ; ,Salunke Cumpond; Shree Malang Road; Chakki Naka-Kalyan East; Mumbai - 421306; Near B.T. Gaikwad School,Ambarnath,Mumbai,0.0
Sheetal Stationery & Xerox,+(91)-9503273400 ; 9819793434 ; ,Shop No 7; Jain Plaza; Shiv Mandir Road; Ambernath MIDC; Mumbai - 421506; Ambernath(E),Ambarnath,Mumbai,0.0
Laxmi Stores,24953914 ; +(91)-8082110291 ; +(91)-22-38557805 ; +(91)-9930072094 ; 24935068 ; ,107; Anandashram Building; Shop No 5; Sea Face Road; Worli; Mumbai - 400018; Opposite Poddar Hospital,Ambarnath,Mumbai,4.2
R N Corporate Multi Solutions,+(91)-8419911733 ; +(91)-9969191808 ; ,Sai Bhagwan Nagar Chawl; Road No 19; Andheri East; Mumbai - 400093; Near Suncity Hotel; Opposite Omkar Building; MIDC,Ambarnath,Mumbai,5.0
Mata sarswati book corner,9819139522 ; +(91)-9920969522 ; ,Shop no 1 Ganesh shopping centre; Katemanivali road; Kalyan East; Mumbai - 421306; Old polish chouki,Ambarnath,Mumbai,0.0
Swara Stationery &Gift Mart,+(91)-9221440253 ; ,Ashoka Building; Shop No. 9; Gandhari Road; Kalyan City; Mumbai - 421301; Near Vailly Nagar,Ambarnath,Mumbai,0.0
Shashan agency,9833584745 ; 9920349348 ; +(91)-9322545468 ; ,Shop No 1 deepkunj bld; Ghanshyam Gupte Road; Dombivli West; Mumbai - 421202; Opp Joshi Wadi,Ambarnath,Mumbai,0.0
New Era Stationery & Sports Goods,+(91)-251-2734096 ; +(91)-9324444555 ; ,Shop No-91; Furniture Bazar Street; Ulhasnagar No 3; Mumbai - 421002; Near New Era High School,Ambarnath,Mumbai,4.6
Regent Enterprises,+(91)-9892574712 ; +(91)-22-38528246 ; 66366264 ; 66105154 ; 66366423 ; ,Shop No 2;Wadia Building; 33;Janmabhoomi Marg; Fort; Mumbai - 400001; Opp Janmabhoomi Press,Ambarnath,Mumbai,3.5
Meet Stationery & Xerox,+(91)-9892666112 ; 9820867642 ; ,Shop No 4; Bhoir Chawl; Birla College Road; Kalyan City; Mumbai - 421301; Near Birla College,Ambarnath,Mumbai,5.0
Progress Stationers,+(91)-9821312898 ; ,Gangagiri Apartment; Puna Link Road; Kalyan East; Mumbai - 421306; Opposite Prasad Hotel,Ambarnath,Mumbai,0.0
smart kids,+(91)-9322293411 ; +(91)-9167293411 ; ,Shop No 8; new shivam Building; kulupwadi; Borivali East; Mumbai - 400066; nr national park; nr tree house,Ambarnath,Mumbai,4.0
Elegant Choice Stationary,+(91)-8767765168 ; ,Shop No-3;Hari Janki CHSL; Puna Link Road; Kolsewadi-Kalyan East; Mumbai - 421306; Near KDMC Office,Ambarnath,Mumbai,0.0
Swara Stationery & Gift Mart,+(91)-8879763372 ; ,Ashoka Building Shop no. A1; Wayle nagar road; Khadakpada-Kalyan City; Mumbai - 421301; Near Wayle nagar,Ambarnath,Mumbai,0.0
Bagade bag House,+(91)-8691966502 ; ,shop no2; Guru Rajendra chowk; Mohane; Mumbai - 421102; Main Bazaar peth; Ambivali east,Ambarnath,Mumbai,5.0
